ordernumber,quantityordered,price_each,order_line_number,sales,order_date,days_since_lastorder,status,productline,msrp,product_code,customer_name,phone,address_line1,city,postal_code,country,contact_last_name,contact_first_name,dealsize
10293,45,? 183.40,7,"? 8,253.00",09-09-2019,580,shipped,classic cars,? 173.00,S12_3891,Amica Models & Co.,0114988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,large
10280,24,? 116.67,1,"? 2,800.08",17-08-2019,705,shipped,trucks and buses,? 116.00,S18_1097,Amica Models & Co.,0114988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,small
10280,50,? 104.79,9,"? 5,239.50",17-08-2019,755,shipped,vintage cars,? 102.00,S18_1342,Amica Models & Co.,0114988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,medium
10280,27,? 57.68,8,"? 1,557.36",17-08-2019,779,shipped,vintage cars,? 53.00,S18_1367,Amica Models & Co.,0114988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,small
10280,26,? 141.10,16,"? 3,668.60",17-08-2019,852,shipped,vintage cars,? 170.00,S18_1749,Amica Models & Co.,0114988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,medium
10280,25,? 62.96,15,"? 1,574.00",17-08-2019,952,shipped,vintage cars,? 60.00,S18_2248,Amica Models & Co.,0114988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,small
10280,37,? 128.40,13,"? 4,750.80",17-08-2019,999,shipped,vintage cars,? 127.00,S18_2325,Amica Models & Co.,0114988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,medium
10280,22,? 202.50,10,"? 4,455.00",17-08-2019,1099,shipped,vintage cars,? 168.00,S18_2795,Amica Models & Co.,0114988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,medium
10280,46,? 111.44,3,"? 5,126.24",17-08-2019,1151,shipped,vintage cars,? 101.00,S18_2949,Amica Models & Co.,0114988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,medium
10280,43,? 68.71,5,"? 2,954.53",17-08-2019,1175,shipped,vintage cars,? 62.00,S18_2957,Amica Models & Co.,0114988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,small
10280,29,? 103.67,4,"? 3,006.43",17-08-2019,1225,shipped,vintage cars,? 104.00,S18_3136,Amica Models & Co.,0114988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,medium
10293,24,? 117.47,4,"? 2,819.28",09-09-2019,1228,shipped,vintage cars,? 136.00,S18_3140,Amica Models & Co.,0114988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,small
10293,22,? 109.92,6,"? 2,418.24",09-09-2019,1304,shipped,trains,? 100.00,S18_3259,Amica Models & Co.,0114988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,small
10280,34,? 102.19,7,"? 3,474.46",17-08-2019,1373,shipped,vintage cars,? 99.00,S18_3320,Amica Models & Co.,0114988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,medium
10280,35,? 105.83,17,"? 3,704.05",17-08-2019,1519,shipped,vintage cars,? 92.00,S18_4409,Amica Models & Co.,0114988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,medium
10293,49,? 100.94,3,"? 4,946.06",09-09-2019,1522,shipped,vintage cars,? 87.00,S18_4522,Amica Models & Co.,0114988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,medium
10280,20,? 28.88,12,? 577.60,17-08-2019,1786,shipped,vintage cars,? 33.00,S24_1937,Amica Models & Co.,0114988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,small
10293,21,? 140.09,2,"? 2,941.89",09-09-2019,1817,shipped,ships,? 122.00,S24_2011,Amica Models & Co.,0114988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,small
10280,45,? 47.49,11,"? 2,137.05",17-08-2019,1861,shipped,vintage cars,? 44.00,S24_2022,Amica Models & Co.,0114988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,small
10280,33,? 41.85,14,"? 1,381.05",17-08-2019,2259,shipped,vintage cars,? 41.00,S24_3969,Amica Models & Co.,0114988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,small
10280,21,? 78.89,6,"? 1,656.69",17-08-2019,2309,shipped,vintage cars,? 97.00,S24_4258,Amica Models & Co.,0114988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,small
10293,29,? 71.89,5,"? 2,084.81",09-09-2019,2717,shipped,ships,? 86.00,S700_1938,Amica Models & Co.,0114988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,small
10293,32,? 60.06,1,"? 1,921.92",09-09-2019,3003,shipped,ships,? 54.00,S72_3212,Amica Models & Co.,0114988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,small
10122,42,? 180.95,10,"? 7,599.90",08-05-2018,906,shipped,classic cars,? 194.00,S12_1099,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,large
10122,37,? 99.82,8,"? 3,693.34",08-05-2018,1031,shipped,classic cars,? 117.00,S12_3380,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,medium
10122,32,? 63.84,11,"? 2,042.88",08-05-2018,1081,shipped,classic cars,? 79.00,S12_3990,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,small
10122,20,? 107.10,7,"? 2,142.00",08-05-2018,1132,shipped,classic cars,? 115.00,S12_4675,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,small
10122,34,? 147.20,2,"? 5,004.80",08-05-2018,1183,shipped,classic cars,? 141.00,S18_1129,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,medium
10344,45,? 170.00,1,"? 7,650.00",25-11-2019,757,shipped,vintage cars,? 170.00,S18_1749,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,large
10122,43,? 72.38,6,"? 3,112.34",08-05-2018,1329,shipped,classic cars,? 77.00,S18_1889,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,medium
10122,31,? 132.29,1,"? 4,100.99",08-05-2018,1354,shipped,classic cars,? 142.00,S18_1984,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,medium
10344,40,? 56.91,2,"? 2,276.40",25-11-2019,857,shipped,vintage cars,? 60.00,S18_2248,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,small
10344,30,? 130.94,3,"? 3,928.20",25-11-2019,905,shipped,vintage cars,? 127.00,S18_2325,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,medium
10122,25,? 143.94,3,"? 3,598.50",08-05-2018,1730,shipped,classic cars,? 169.00,S18_3232,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,medium
10122,21,? 73.17,13,"? 1,536.57",08-05-2018,1804,shipped,classic cars,? 80.00,S18_3278,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,small
10122,21,? 117.59,12,"? 2,469.39",08-05-2018,1851,shipped,classic cars,? 146.00,S18_3482,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,small
10122,35,? 49.74,16,"? 1,740.90",08-05-2018,1900,shipped,motorcycles,? 62.00,S18_3782,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,small
10344,21,? 104.91,4,"? 2,203.11",25-11-2019,1424,shipped,vintage cars,? 92.00,S18_4409,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,small
10122,28,? 127.97,15,"? 3,583.16",08-05-2018,2075,shipped,classic cars,? 148.00,S18_4721,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,medium
10344,26,? 63.43,5,"? 1,649.18",25-11-2019,1548,shipped,classic cars,? 71.00,S18_4933,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,small
10344,29,? 59.53,7,"? 1,726.37",25-11-2019,1571,shipped,classic cars,? 73.00,S24_1046,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,small
10344,20,? 35.18,6,? 703.60,25-11-2019,1692,shipped,vintage cars,? 33.00,S24_1937,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,small
10122,39,? 30.96,4,"? 1,207.44",08-05-2018,2489,shipped,classic cars,? 37.00,S24_2972,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,small
10122,34,? 50.21,9,"? 1,707.14",08-05-2018,2563,shipped,classic cars,? 61.00,S24_3371,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,small
10122,43,? 127.79,5,"? 5,494.97",08-05-2018,2662,shipped,classic cars,? 140.00,S24_3856,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,medium
10122,29,? 71.14,14,"? 2,063.06",08-05-2018,2810,shipped,classic cars,? 80.00,S24_4620,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,small
10122,31,? 44.66,17,"? 1,384.46",08-05-2018,2884,shipped,motorcycles,? 40.00,S32_2206,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,small
10364,48,? 48.28,1,"? 2,317.44",06-01-2020,2295,shipped,motorcycles,? 40.00,S32_2206,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,small
10299,23,? 112.93,9,"? 2,597.39",30-09-2019,259,shipped,motorcycles,? 95.00,S10_1678,"Toys of Finland, Co.",90224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,small
10299,29,? 230.46,11,"? 6,683.34",30-09-2019,333,shipped,motorcycles,? 193.00,S10_4698,"Toys of Finland, Co.",90224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,medium
10155,32,? 141.44,13,"? 4,526.08",06-10-2018,706,shipped,classic cars,? 136.00,S10_4757,"Toys of Finland, Co.",90224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,medium
10299,24,? 173.21,8,"? 4,157.04",30-09-2019,485,shipped,motorcycles,? 150.00,S12_2823,"Toys of Finland, Co.",90224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,medium
10377,24,? 67.83,5,"? 1,627.92",09-02-2020,459,shipped,classic cars,? 79.00,S12_3990,"Toys of Finland, Co.",90224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,small
10377,50,? 103.64,1,"? 5,182.00",09-02-2020,510,shipped,classic cars,? 115.00,S12_4675,"Toys of Finland, Co.",90224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,medium
10377,35,? 168.43,2,"? 5,895.05",09-02-2020,563,shipped,classic cars,? 141.00,S18_1129,"Toys of Finland, Co.",90224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,medium
10155,38,? 171.88,5,"? 6,531.44",06-10-2018,1134,shipped,planes,? 157.00,S18_1662,"Toys of Finland, Co.",90224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,medium
10377,31,? 67.76,4,"? 2,100.56",09-02-2020,707,shipped,classic cars,? 77.00,S18_1889,"Toys of Finland, Co.",90224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,small
10377,36,? 120.91,6,"? 4,352.76",09-02-2020,734,shipped,classic cars,? 142.00,S18_1984,"Toys of Finland, Co.",90224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,medium
10155,44,? 79.14,11,"? 3,482.16",06-10-2018,1505,shipped,ships,? 86.00,S18_3029,"Toys of Finland, Co.",90224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,medium
10377,39,? 186.27,3,"? 7,264.53",09-02-2020,1129,shipped,classic cars,? 169.00,S18_3232,"Toys of Finland, Co.",90224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,large
10299,39,? 55.95,3,"? 2,182.05",30-09-2019,1403,shipped,motorcycles,? 62.00,S18_3782,"Toys of Finland, Co.",90224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,small
10155,29,? 124.93,10,"? 3,622.97",06-10-2018,1776,shipped,vintage cars,? 105.00,S18_3856,"Toys of Finland, Co.",90224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,medium
10299,49,? 162.19,2,"? 7,947.31",30-09-2019,1578,shipped,classic cars,? 148.00,S18_4721,"Toys of Finland, Co.",90224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,large
10299,47,? 116.08,10,"? 5,455.76",30-09-2019,1674,shipped,motorcycles,? 112.00,S24_1578,"Toys of Finland, Co.",90224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,medium
10299,33,? 66.49,6,"? 2,194.17",30-09-2019,1870,shipped,motorcycles,? 69.00,S24_2360,"Toys of Finland, Co.",90224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,small
10155,23,? 72.62,6,"? 1,670.26",06-10-2018,2294,shipped,planes,? 68.00,S24_2841,"Toys of Finland, Co.",90224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,small
10155,34,? 55.89,7,"? 1,900.26",06-10-2018,2440,shipped,vintage cars,? 65.00,S24_3420,"Toys of Finland, Co.",90224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,small
10155,37,? 67.93,12,"? 2,513.41",06-10-2018,2489,shipped,vintage cars,? 83.00,S24_3816,"Toys of Finland, Co.",90224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,small
10155,44,? 77.11,4,"? 3,392.84",06-10-2018,2540,shipped,planes,? 68.00,S24_3949,"Toys of Finland, Co.",90224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,medium
10299,32,? 80.84,1,"? 2,586.88",30-09-2019,2313,shipped,classic cars,? 80.00,S24_4620,"Toys of Finland, Co.",90224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,small
10299,24,? 42.24,4,"? 1,013.76",30-09-2019,2387,shipped,motorcycles,? 40.00,S32_2206,"Toys of Finland, Co.",90224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,small
10299,38,? 115.32,7,"? 4,382.16",30-09-2019,2515,shipped,motorcycles,? 102.00,S32_4485,"Toys of Finland, Co.",90224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,medium
10299,44,? 80.55,5,"? 3,544.20",30-09-2019,2619,shipped,motorcycles,? 81.00,S50_4713,"Toys of Finland, Co.",90224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,medium
10155,32,? 91.43,9,"? 2,925.76",06-10-2018,3068,shipped,ships,? 90.00,S700_2047,"Toys of Finland, Co.",90224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,small
10155,20,? 117.67,2,"? 2,353.40",06-10-2018,3094,shipped,planes,? 99.00,S700_2466,"Toys of Finland, Co.",90224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,small
10155,43,? 86.40,1,"? 3,715.20",06-10-2018,3198,shipped,planes,? 80.00,S700_3167,"Toys of Finland, Co.",90224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,medium
10155,44,? 85.87,3,"? 3,778.28",06-10-2018,3276,shipped,planes,? 74.00,S700_4002,"Toys of Finland, Co.",90224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,medium
10155,34,? 49.16,8,"? 1,671.44",06-10-2018,3303,shipped,planes,? 49.00,S72_1253,"Toys of Finland, Co.",90224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,small
10308,34,? 118.94,2,"? 4,043.96",15-10-2019,295,shipped,motorcycles,? 118.00,S10_2016,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,medium
10308,20,? 228.52,1,"? 4,570.40",15-10-2019,319,shipped,motorcycles,? 193.00,S10_4698,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,medium
10195,49,? 131.54,6,"? 6,445.46",25-11-2018,911,shipped,trucks and buses,? 118.00,S12_4473,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,medium
10195,27,? 189.93,5,"? 5,128.11",25-11-2018,1187,shipped,classic cars,? 163.00,S18_2238,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,medium
10195,35,? 103.09,9,"? 3,608.15",25-11-2018,1235,shipped,trucks and buses,? 122.00,S18_2319,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,medium
10308,27,? 82.79,7,"? 2,235.33",15-10-2019,993,shipped,planes,? 84.00,S18_2581,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,small
10308,34,? 52.09,3,"? 1,771.06",15-10-2019,1018,shipped,motorcycles,? 60.00,S18_2625,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,small
10195,50,? 152.41,10,"? 7,620.50",25-11-2018,1541,shipped,classic cars,? 169.00,S18_3232,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,large
10195,44,? 66.47,3,"? 2,924.68",25-11-2018,1949,shipped,classic cars,? 57.00,S24_1444,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,small
10308,31,? 112.70,9,"? 3,493.70",15-10-2019,1706,shipped,planes,? 109.00,S24_1785,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,medium
10308,47,? 63.22,4,"? 2,971.34",15-10-2019,1756,shipped,motorcycles,? 76.00,S24_2000,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,small
10195,32,? 28.29,7,? 905.28,25-11-2018,2220,shipped,classic cars,? 35.00,S24_2840,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,small
10308,43,? 76.43,16,"? 3,286.49",15-10-2019,2178,shipped,planes,? 68.00,S24_3949,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,medium
10195,34,? 108.82,2,"? 3,699.88",25-11-2018,2542,shipped,classic cars,? 118.00,S24_4048,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,medium
10308,44,? 83.32,8,"? 3,666.08",15-10-2019,2273,shipped,planes,? 72.00,S24_4278,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,medium
10308,24,? 79.91,5,"? 1,917.84",15-10-2019,2348,shipped,motorcycles,? 99.00,S32_1374,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,small
10195,32,? 43.29,8,"? 1,385.28",25-11-2018,2714,shipped,trucks and buses,? 54.00,S32_2509,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,small
10195,33,? 54.68,1,"? 1,804.44",25-11-2018,2742,shipped,trains,? 62.00,S32_3207,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,small
10308,46,? 66.04,10,"? 3,037.84",15-10-2019,2475,shipped,vintage cars,? 68.00,S32_4289,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,medium
10308,47,? 43.64,11,"? 2,051.08",15-10-2019,2525,shipped,vintage cars,? 43.00,S50_1341,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,small
10195,49,? 105.33,4,"? 5,161.17",25-11-2018,2868,shipped,trucks and buses,? 115.00,S50_1392,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,medium
10308,21,? 105.95,12,"? 2,224.95",15-10-2019,2655,shipped,planes,? 91.00,S700_1691,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,small
10308,35,? 88.75,14,"? 3,106.25",15-10-2019,2732,shipped,planes,? 99.00,S700_2466,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,medium
10308,31,? 129.33,6,"? 4,009.23",15-10-2019,2810,shipped,planes,? 118.00,S700_2834,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,medium
10308,21,? 87.20,13,"? 1,831.20",15-10-2019,2835,shipped,planes,? 80.00,S700_3167,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,small
10308,39,? 68.11,15,"? 2,656.29",15-10-2019,2914,shipped,planes,? 74.00,S700_4002,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,small
10173,43,? 117.12,6,"? 5,036.16",05-11-2018,1032,shipped,vintage cars,? 102.00,S18_1342,Rovelli Gifts,035640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,medium
10173,48,? 44.21,5,"? 2,122.08",05-11-2018,1056,shipped,vintage cars,? 53.00,S18_1367,Rovelli Gifts,035640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,small
10106,36,? 146.65,12,"? 5,279.40",17-02-2018,1361,shipped,planes,? 157.00,S18_1662,Rovelli Gifts,035640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,medium
10173,24,? 146.20,13,"? 3,508.80",05-11-2018,1130,shipped,vintage cars,? 170.00,S18_1749,Rovelli Gifts,035640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,medium
10173,26,? 57.51,12,"? 1,495.26",05-11-2018,1230,shipped,vintage cars,? 60.00,S18_2248,Rovelli Gifts,035640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,small
10173,31,? 144.93,10,"? 4,492.83",05-11-2018,1277,shipped,vintage cars,? 127.00,S18_2325,Rovelli Gifts,035640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,medium
10106,34,? 90.39,2,"? 3,073.26",17-02-2018,1585,shipped,planes,? 84.00,S18_2581,Rovelli Gifts,035640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,medium
10173,22,? 156.94,7,"? 3,452.68",05-11-2018,1376,shipped,vintage cars,? 168.00,S18_2795,Rovelli Gifts,035640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,medium
10173,28,? 53.72,2,"? 1,504.16",05-11-2018,1451,shipped,vintage cars,? 62.00,S18_2957,Rovelli Gifts,035640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,small
10106,41,? 83.44,18,"? 3,421.04",17-02-2018,1732,shipped,ships,? 86.00,S18_3029,Rovelli Gifts,035640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,medium
10173,31,? 89.01,1,"? 2,759.31",05-11-2018,1501,shipped,vintage cars,? 104.00,S18_3136,Rovelli Gifts,035640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,small
10173,29,? 95.24,4,"? 2,761.96",05-11-2018,1650,shipped,vintage cars,? 99.00,S18_3320,Rovelli Gifts,035640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,small
10106,41,? 116.46,17,"? 4,774.86",17-02-2018,2003,shipped,vintage cars,? 105.00,S18_3856,Rovelli Gifts,035640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,medium
10328,34,? 112.22,6,"? 3,815.48",12-11-2019,1387,shipped,vintage cars,? 105.00,S18_3856,Rovelli Gifts,035640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,medium
10173,21,? 75.46,14,"? 1,584.66",05-11-2018,1797,shipped,vintage cars,? 92.00,S18_4409,Rovelli Gifts,035640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,small
10173,39,? 71.98,15,"? 2,807.22",05-11-2018,1920,shipped,classic cars,? 71.00,S18_4933,Rovelli Gifts,035640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,small
10106,28,? 88.63,4,"? 2,481.64",17-02-2018,2298,shipped,planes,? 109.00,S24_1785,Rovelli Gifts,035640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,small
10328,47,? 87.54,14,"? 4,114.38",12-11-2019,1680,shipped,planes,? 109.00,S24_1785,Rovelli Gifts,035640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,medium
10173,31,? 31.53,9,? 977.43,05-11-2018,2064,shipped,vintage cars,? 33.00,S24_1937,Rovelli Gifts,035640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,small
10173,27,? 41.22,8,"? 1,112.94",05-11-2018,2138,shipped,vintage cars,? 44.00,S24_2022,Rovelli Gifts,035640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,small
10106,49,? 74.68,13,"? 3,659.32",17-02-2018,2521,shipped,planes,? 68.00,S24_2841,Rovelli Gifts,035640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,medium
10328,48,? 58.92,1,"? 2,828.16",12-11-2019,1905,shipped,planes,? 68.00,S24_2841,Rovelli Gifts,035640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,small
10173,23,? 118.61,16,"? 2,728.03",05-11-2018,2289,shipped,classic cars,? 117.00,S24_2887,Rovelli Gifts,035640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,small
10106,31,? 52.60,14,"? 1,630.60",17-02-2018,2667,shipped,vintage cars,? 65.00,S24_3420,Rovelli Gifts,035640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,small
10328,20,? 72.98,2,"? 1,459.60",12-11-2019,2051,shipped,vintage cars,? 65.00,S24_3420,Rovelli Gifts,035640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,small
10106,50,? 64.83,11,"? 3,241.50",17-02-2018,2767,shipped,planes,? 68.00,S24_3949,Rovelli Gifts,035640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,medium
10328,35,? 76.43,3,"? 2,675.05",12-11-2019,2152,shipped,planes,? 68.00,S24_3949,Rovelli Gifts,035640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,small
10173,35,? 33.23,11,"? 1,163.05",05-11-2018,2537,shipped,vintage cars,? 41.00,S24_3969,Rovelli Gifts,035640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,small
